CS105,What class are you filling out this survey for? Select all that apply.,What is your current class standing?,Are you a transfer student?,"What is your major/minor? (If your major is not listed, please write it in ""Other.."")",What was the reason (or reasons) you chose CS (CSBA) or DS as your major or minor?,"Have you ever thought about changing your major? If so, what were the reasons? Choose all that apply.",What is your current cumulative GPA?,What is your age?,What is your height (in inches)?,What is your ethnicity?,What gender do you identify as?,Select ALL that you identify with:,How many languages can you speak (not programming languages),What is your preferred domain of interest in Computer Science?,What is your second most preferred domain of interest in Computer Science?,How much free time would you say you have a day on average?,How many hours of strenuous exercise do you do per week on average?,How many times do you go to the gym per week on average?,Rate your overall mental health.,Rate the change in your physical activity levels during the pandemic. ,Which health and safety practices have you adopted during the pandemic? ,How long does it take for you to fall asleep?,"After your last meal/snack of the day, how many hours do you stay awake before you sleep? ",How many hours of sleep do you need to feel rested? ,How many hours of sleep do you get on average during college?,How many meals do you typically eat per day? ,"On average, how much water do you drink per day?",How often do you eat breakfast?,"On average, how would you describe your energy levels throughout the day? ",How tired do you usually feel when waking up?,How often do you consume caffeinated beverages?,What types of caffeinated drink do you consume? Choose all that apply. ,"What is your daily caffeinated drink intake?
(For reference, a ""small"" Red Bull is 8.4oz and ""medium"" Starbucks Grande is 16oz)","Do you currently live in a house, apartment, or dorm?",How many people live in your household?,Who do you live with during the quarter?,Who do you live with during breaks?,How have your social interactions changed during the Covid-19 pandemic?,What forms of new social engagement did you have during the Covid-19 pandemic?,How many hours a week do you spend cooking/prepping meals for yourself?,How many times a week do you eat out?,How much do you spend on eating out per week on average?,"Of these options, which do you spend the most on financially?","On a scale of 1-5, 1 being bad and 5 being great, how well do you consider yourself at cooking?",What food allergies do you have? Choose all that apply: ,"Out of these options, what best motivates you to donate blood (or if it is not included in this list, explain in ""Other"")?","Out of these options, what hinders you the most from donating blood (or if it is not included in this list, explain in ""Other"")?",How do you get to school?,How far is your commute to UCR (in miles)?,How long does your daily commute to UCR usually take (in minutes)?,How many days per week do you commute to UCR?,How many AP classes did you take in high school? ,How many units are you registered for this quarter? ,How many times per week are you late to lectures? ,How often do you feel unprepared for a class due to not understanding the material? ,Do you study individually or in a group? ,How many hours a week do you spend studying?,What study techniques do you use? Choose all that apply.,How often do you feel stressed about completing an assignment?,"How much do you agree with this statement: ""My grades would be better if I could study more instead of having to work?""","On a scale of 1-5, how well do you learn in class?",What would you consider the average length of time you can stay focused in class? ,How often do you go on your phone or talk to your friends during class? ,"How often do you find it difficult to focus in class due to external distractions (e.g., noise, temperature, seating)?",Do you agree that attending office hours has or would have helped your grade? ,How many times have you attended office hours for your hardest class so far this quarter? ,Do you believe that you suffer from imposter syndrome?,How many times have you applied for a job/internship before you got a response back? ,Around what time of the year do you apply to jobs/internships the most?,Which AI tool do you primarily use?,How frequently do you use ChatGPT or other AI language models?,What types of tasks do you normally use ChatGPT or another AI language model to complete?,"On a scale of 1-10, how afraid are you about A.I could reduce your job opportunities? (1 being not afraid at all and 10 being extremely afraid)",What was your main hobby during high school? ,What hobbies/activities outside of general education did you enjoy before you entered college? Choose all that apply.,What hobbies/activities outside of general education do you enjoy now during college? Choose all that apply.,Approximately how many hours a week on average do you spend on these hobbies/this hobby now during college?,How many campus clubs/organizations are you involved in? ,"How many hours a week do you spend on all extracurriculars (work, clubs, research, sports, etc.)? ",Which Computer Science-related extracurricular activities have you participated in? (Select all that apply),"What are your favorite music genres? List them from most favorite to least favorite (e.g. rock, pop, country... put at least 3 genres, but there's no limit).","What does music make you feel like? Your response should be limited to 5 single words separated by commas (e.g. awesome, relaxed, happy, calm, fun).","How much do you go out of your way to find new music? [1 to 5; 1 is ""I am comfortable with my music as is""; 3 is ""I have a 50-50 mix of listening to familiar music and new music""; 5 is ""I mostly listen to new music""]"
11/1/2024 0:18:59,CS10C,Junior,No,CSBA major,"Interest in technology and problem-solving, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential","N/A, I have never thought about changing my major.",3.34 - 3.66,18 - 20,67,Asian,Male,"Second Generation Student, In-State Student",1,Software Engineering,Web Development,<= 3 hours,2 - 3 hours,1 - 2 times,4,3,"Wearing masks, Hand washing, Social distancing, Vaccination",45 - 60 minutes,5 - 8 hours,8 - 9 hours,5 - 6 hours,2,1 - 2 liters (about 34-68 oz),Occasionally (1 - 3 times a week),2,2,Multiple times per week,Energy drink,12-24 oz (1 - 2 cups),House,6,Friends,Family,Increased significantly,Virtual meetups,1 - 2 hours,5 - 6 times,$35 - $40,"Housing (rent/mortgage, utilities)",2,No food allergies,"N/A, I don't donate blood",Nothing,Car,5,15,More than 5 days (Weekend classes/clubs/meetings),More than 8,16,4 - 5 lectures,Often,Individually,0 - 5 hours,"Reviewing lectures, Writing notes",Very stressed,Agree,3,20 - 40 mins,Often,Rarely,Agree,Occasionally,Not At All,1 - 3,Summer,ChatGPT,A couple times a week,Help with Studying,6,Solving logic puzzles,"Gaming, Reading, Playing/Doing some kind of sport or martial art, Art (Music, Dance, Creative art)","Gaming, Reading, Playing/Doing some kind of sport or martial art, Creative Arts (painting, drawing, crafting, photography, writing), Music and Performing Arts (playing instruments, singing, acting, dancing), Tech and DIY (coding, woodworking, home improvement, electronics)",1,2,20+ hours,Tech-related volunteer work or internships,"rap, edm, r&b","amazing, energized, fulfilled",4
11/1/2024 1:08:01,CS10C,Sophomore,No,Data Science major,"Strong job prospects and high earning potential, Pressure from family members, One or more of my family members or friends work in this area","N/A, I have never thought about changing my major.",2.50 - 2.99,18 - 20,61,Asian,Female,First Generation Student,2 - 3,Data Science,Web Development,Prefer not to say,0 -1 hours,"0, I don't go to the gym",2,1,"Wearing masks, Social distancing, Vaccination",15 - 30 minutes,3 - 5 hours,8 - 9 hours,6 - 7 hours,1,Less than 1 liter (about 34 oz),Rarely (once a month or less),2,1,Multiple times per week,"Tea, Coffee",12-24 oz (1 - 2 cups),Apartment,3,roommates,Family,No change,"Virtual meetups, Social media",1 - 2 hours,3 - 4 times,More than $40,Groceries/Food,3,No food allergies,"N/A, I don't donate blood",Nothing,Walk,0.5,20,0 days (I do not commute to school),6 - 8,12,0 - 1 lectures,Often,Individually,0 - 5 hours,"Reviewing lectures, Writing notes",Somewhat stressed,"N/A, I don't have to work",3,20 - 40 mins,Sometimes,Sometimes,Neutral,Never,Not At All,"N/A, I haven't applied to any jobs/internships","N/A, I haven't applied to any jobs/internships",ChatGPT,A couple times a week,"Assignments, Help with Studying, Summarizing an assignment (break down concepts, outline problems, etc.)",6,Art (drawing and painting),"Gaming, Cooking, Art (Music, Dance, Creative art)","Gaming, Cooking and Baking, Creative Arts (painting, drawing, crafting, photography, writing)",5,0,0 - 5 hours,None - I have not participated in such activities,"pop, indie, alternative",relaxed,1
11/1/2024 2:28:32,CS111,Senior,No,CS or DS minor,"Strong job prospects and high earning potential, Pressure from family members","N/A, I have never thought about changing my major.",3.34 - 3.66,20 - 22,178,Asian,Male,Second Generation Student,2 - 3,Game Development,Data Science,<= 3 hours,0 -1 hours,"0, I don't go to the gym",2,4,"Wearing masks, Hand washing, Social distancing, Vaccination",30 - 45 minutes,1 - 3 hours,9 - 10 hours,6 - 7 hours,1,Less than 1 liter (about 34 oz),Rarely (once a month or less),2,2,Once per day,Tea,Less than 12 oz (about 1 cup),Apartment,4,Friends,Family,Decreased significantly,"Virtual meetups, Social media",5 - 6 hours,1 - 2 times,$5 - $10,Entertainment,4,No food allergies,Altruism,Inconvenience of locations,Walk,0.5,9,0 days (I do not commute to school),More than 8,17,2 - 3 lectures,Rarely,Individually,6 - 10 hours,"Reviewing lectures, Writing notes",Very stressed,Agree,4,20 - 40 mins,Often,Sometimes,Strongly agree,Occasionally,Moderately,7 or more,Winter,None; I don’t use any AI tools,Rarely/Never,"N/A, I don't use AI LLMs",4,Solving logic puzzles,Gaming,"Gaming, Cooking and Baking, Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",25,2,0 - 5 hours,None - I have not participated in such activities,"Rock, pop, classical","Energized, relaxed",2
11/1/2024 7:59:30,CS10C,Junior,No,CS major,"Interest in technology and problem-solving, Strong job prospects and high earning potential","N/A, I have never thought about changing my major.",3.00 - 3.33,20 - 22,72,Asian,Male,International Student,2 - 3,Game Development,"Machine Learning, Data Mining, NLP, AI",4 - 6 hours,4 - 5 hours,3 - 4 times,4,4,"Wearing masks, Hand washing, Social distancing, Vaccination",0 - 15 minutes,3 - 5 hours,7 - 8 hours,6 - 7 hours,2,1 - 2 liters (about 34-68 oz),Most days (4 - 6 times a week),4,3,Multiple times per week,"Tea, Coffee, Energy drink",12-24 oz (1 - 2 cups),Apartment,1,Neither,Family,No change,Virtual meetups,3 - 4 hours,5 - 6 times,More than $40,"Housing (rent/mortgage, utilities)",5,Milk,"N/A, I don't donate blood",Fear of contracting a disease,Walk,2,30,3 - 4 days,0 - 2,18,0 - 1 lectures,Often,Individually,11 - 15 hours,"Reviewing lectures, Writing notes",Somewhat stressed,Strongly agree,4,40 - 60 mins,Rarely,Rarely,Strongly agree,Weekly to biweekly,Not At All,1 - 3,Winter,ChatGPT,Sometimes,"Help with Studying, Personal Use, Research-related cases",8,Playing musical instruments,"Gaming, Cooking, Playing/Doing some kind of sport or martial art","Gaming, Cooking and Baking, Playing/Doing some kind of sport or martial art, Tech and DIY (coding, woodworking, home improvement, electronics)",5,0,0 - 5 hours,Game Development Clubs/Competitions,"POP, R&B, HIPHOP","relaxed, happy, calm, popular, awesome",2
11/1/2024 11:17:03,CS111,Senior,No,Mathematics major,"N/A, I am neither a CS or DS major/minor","The current major isn’t meeting my career goals., I wanted a major that aligns better with my personal values or lifestyle.",Prefer not to say,20 - 22,67 inches,Asian,Male,"First Generation Student, In-State Student",2 - 3,"Machine Learning, Data Mining, NLP, AI",Game Development,<= 3 hours,2 - 3 hours,"0, I don't go to the gym",1,4,"Wearing masks, Hand washing, Social distancing, Vaccination",30 - 45 minutes,3 - 5 hours,5 - 6 hours,4 - 5 hours,1,1 - 2 liters (about 34-68 oz),Rarely (once a month or less),1,1,Multiple times per week,"Coffee, Energy drink",12-24 oz (1 - 2 cups),House,5,Friends and girlfriend,Friends and girlfriend,No change,"Virtual meetups, Social media",3 - 4 hours,3 - 4 times,More than $40,"Housing (rent/mortgage, utilities)",4,Only walnuts,"N/A, I don't donate blood",Fear of having poor quality blood,Car,5 miles,10 minutes,5 days,3 - 5,17 units,0 - 1 lectures,Often,Individually,0 - 5 hours,"Reviewing lectures, Writing notes",Very stressed,Strongly agree,3,20 - 40 mins,Sometimes,Rarely,Disagree,Never,Very Strongly,1 - 3,Fall,ChatGPT,A couple times a week,"Assignments, Help with Studying, Personal Use, Summarizing an assignment (break down concepts, outline problems, etc.)",4,Video games,"Gaming, Playing/Doing some kind of sport or martial art, Art (Music, Dance, Creative art)","Gaming, Cooking and Baking",10,0,20+ hours,None - I have not participated in such activities,"EDM, RnB, Rap","calm, relaxed, energized",3
11/1/2024 13:24:15,CS10C,Sophomore,No,CS major,"Interest in technology and problem-solving, Strong job prospects and high earning potential, Encouragement or advice from family members, mentors, or educators","N/A, I have never thought about changing my major.",3.34 - 3.66,18 - 20,73,Asian,Male,In-State Student,2 - 3,Data Science,"Machine Learning, Data Mining, NLP, AI",<= 3 hours,2 - 3 hours,5 - 6 times,5,4,"Wearing masks, Hand washing, Social distancing, Vaccination",15 - 30 minutes,3 - 5 hours,7 - 8 hours,7 - 8 hours,3,3 - 4 liters (about 102-135 oz),Occasionally (1 - 3 times a week),4,5,Once per week,Coffee,Less than 12 oz (about 1 cup),Dorm,3,Friends,Family,Increased slightly,"Virtual meetups, Social media",3 - 4 hours,5 - 6 times,$15 - $20,"Housing (rent/mortgage, utilities)",4,No food allergies,"N/A, I don't donate blood",Nothing,Scooter,N/A,5,0 days (I do not commute to school),0 - 2,13,0 - 1 lectures,Rarely,Individually,16 - 20 hours,"Reviewing lectures, Writing notes, Mind mapping",Not very stressed,Strongly Disagree,4,40 - 60 mins,Sometimes,Rarely,Neutral,Occasionally,Not At All,7 or more,Spring,ChatGPT,Sometimes,"Personal Use, Research-related cases",1,Web development/App Design,"Reading, Playing/Doing some kind of sport or martial art","Gaming, Playing/Doing some kind of sport or martial art, Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",6,2,0 - 5 hours,"Coding Competitions, Computer Science Club","Pop,Rap and COuntry",It makes me forget everything and just be myself,2
11/1/2024 14:10:21,"CS105, CS10C",Senior,Yes,Data Science major,"Fascination with data analysis and decision-making, Strong job prospects and high earning potential, Pressure from family members","I realized I’m more passionate about another field., The current major isn’t meeting my career goals.",3.00 - 3.33,20 - 22,6'3 stop collecting my data,Prefer not to say,Male,"Second Generation Student, In-State Student",2 - 3,Data Science,Not sure,<= 3 hours,4 - 5 hours,1 - 2 times,5,1,None,0 - 15 minutes,1 - 3 hours,7 - 8 hours,7 - 8 hours,2,Less than 1 liter (about 34 oz),Occasionally (1 - 3 times a week),3,2,Multiple times per week,"Coffee, Energy drink",Less than 12 oz (about 1 cup),House,4,Friends,Family,Increased significantly,Outdoor activities,1 - 2 hours,1 - 2 times,More than $40,"Transportation (gas, car maintenance, public transit)",3,No food allergies,Altruism,Fear of contracting a disease,Car,1,4,3 - 4 days,0 - 2,16,4 - 5 lectures,Very often,Individually,6 - 10 hours,"Reviewing lectures, Writing notes, Mind mapping, Group studying",Somewhat stressed,Strongly agree,4,0 - 20 mins,Never,Never,Strongly agree,Seldom,Not At All,0,"N/A, I haven't applied to any jobs/internships",ChatGPT,Everyday,"Help with Studying, Error-finding (spelling, debugging, etc.)",1,shooting the shits with my friends,Playing/Doing some kind of sport or martial art,"Reading, Creative Arts (painting, drawing, crafting, photography, writing), Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",3,0,0 - 5 hours,None - I have not participated in such activities,rap and rock and roll,on top of the world,1
11/1/2024 15:24:44,CS10C,Sophomore,No,CS major,"Strong job prospects and high earning potential, Encouragement or advice from family members, mentors, or educators, Pressure from family members, One or more of my family members or friends work in this area",I did wanted to change since there was nothing that really interested me down the line however I did find game development and I am interested in the production of games so I changed my mind and don't want to switch my major,Prefer not to say,18 - 20,5'7,Asian,Female,First Generation Student,2 - 3,Game Development,Cybersecurity,4 - 6 hours,2 - 3 hours,"0, I don't go to the gym",3,1,Social distancing,60+ minutes,5 - 8 hours,More than 10 hours,6 - 7 hours,1,3 - 4 liters (about 102-135 oz),Never,2,4,Once per week,"Coffee, Energy drink",12-24 oz (1 - 2 cups),Apartment,2 other people,Friends,Family,Decreased slightly,Virtual meetups,1 - 2 hours,1 - 2 times,$15 - $20,"Housing (rent/mortgage, utilities)",4,No food allergies,"N/A, I don't donate blood",Iron deficiency anemia,Scooter,1 mile,10 mins,5 days,3 - 5,18,2 - 3 lectures,Often,Individually,6 - 10 hours,"Reviewing lectures, Writing notes",Somewhat stressed,Agree,3,20 - 40 mins,Often,Often,Neutral,Seldom,Somewhat,"N/A, I haven't applied to any jobs/internships","N/A, I haven't applied to any jobs/internships",ChatGPT,Sometimes,"Help with Studying, Personal Use, Research-related cases, Summarizing an assignment (break down concepts, outline problems, etc.)",7,Art (drawing and painting),"Gaming, Reading, Art (Music, Dance, Creative art)","Gaming, Reading, Creative Arts (painting, drawing, crafting, photography, writing), Music and Performing Arts (playing instruments, singing, acting, dancing), Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",5-6 hours,2,6 - 10 hours,"Game Development Clubs/Competitions, Computer Science Club","Pop, Fast, Energetic","focus, relaxed, calm",4
11/1/2024 15:31:35,CS10C,Junior,No,CS major,Strong job prospects and high earning potential,I found the coursework too challenging or overwhelming.,3.00 - 3.33,20 - 22,71,Hispanic or Latino,Male,First Generation Student,2 - 3,Software Engineering,Web Development,<= 3 hours,2 - 3 hours,3 - 4 times,3,3,"Wearing masks, Hand washing, Social distancing, Vaccination",0 - 15 minutes,5 - 8 hours,5 - 6 hours,5 - 6 hours,2,1 - 2 liters (about 34-68 oz),Occasionally (1 - 3 times a week),4,3,I don't consume them at all,None,0 oz,Apartment,1,Friends,Family,No change,"Virtual meetups, Social media",1 - 2 hours,1 - 2 times,$25 - $30,Groceries/Food,4,"Milk, Eggs, Fish",Incentives,Nothing,Scooter,1.5,0,0 days (I do not commute to school),6 - 8,17,0 - 1 lectures,Often,Group-study,6 - 10 hours,"Reviewing lectures, Writing notes",Very stressed,Agree,3,20 - 40 mins,Sometimes,Rarely,Neutral,Occasionally,Somewhat,"N/A, I haven't applied to any jobs/internships",Winter,None; I don’t use any AI tools,Prefer not to say,"N/A, I don't use AI LLMs",9,"Video games, drawing, biking","Gaming, Playing/Doing some kind of sport or martial art","Gaming, Creative Arts (painting, drawing, crafting, photography, writing)",7,0,0 - 5 hours,Coding Competitions,"Hip-Hop, Alternative, Dance ",pumped,4
11/1/2024 16:46:40,CS105,Junior,No,CS major,"Interest in technology and problem-solving, Strong job prospects and high earning potential, Pressure from family members","N/A, I have never thought about changing my major., ",3.00 - 3.33,20 - 22,73,Asian,Male,In-State Student,2 - 3,Software Engineering,Data Science,<= 3 hours,0 -1 hours,1 - 2 times,3,2,"Hand washing, Vaccination",15 - 30 minutes,1 - 3 hours,5 - 6 hours,4 - 5 hours,2,2 - 3 liters (about 68-102 oz),Occasionally (1 - 3 times a week),4,3,Once per day,"Tea, Coffee",12-24 oz (1 - 2 cups),House,4,Friends,Family,No change,"Virtual meetups, Outdoor activities",1 - 2 hours,3 - 4 times,$15 - $20,Groceries/Food,4,No food allergies,Incentives,Inconvenience of locations,Walk,0.5,13,More than 5 days (Weekend classes/clubs/meetings),More than 8,12,0 - 1 lectures,Often,Individually,6 - 10 hours,"Writing notes, Group studying",Somewhat stressed,Strongly Disagree,4,20 - 40 mins,Sometimes,Rarely,Agree,Seldom,Moderately,1 - 3,Fall,ChatGPT,Everyday,"Assignments, Help with Studying, Personal Use",9,Art (drawing and painting),"Gaming, Playing/Doing some kind of sport or martial art, Art (Music, Dance, Creative art)","Tech and DIY (coding, woodworking, home improvement, electronics), Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",6 hours,1,6 - 10 hours,"Coding Competitions, Computer Science Club","pop, rap, rock","amazing, happy, validated, fun, relaxed",4
11/1/2024 17:05:34,CS111,Junior,No,CS or DS minor,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential","N/A, I have never thought about changing my major.",3.67 - 4.0,20 - 22,68.5,Asian,Female,"Second Generation Student, In-State Student",3 - 5,"Machine Learning, Data Mining, NLP, AI",Algorithms,<= 3 hours,4 - 5 hours,3 - 4 times,3,1,"Wearing masks, Hand washing, Social distancing, Vaccination",30 - 45 minutes,1 - 3 hours,8 - 9 hours,7 - 8 hours,2,1 - 2 liters (about 34-68 oz),Most days (4 - 6 times a week),4,2,Once per day,"Tea, Coffee",12-24 oz (1 - 2 cups),Apartment,4,Friends,Family,Increased significantly,"Virtual meetups, Social media, Outdoor activities",1 - 2 hours,5 - 6 times,More than $40,Groceries/Food,5,No food allergies,Altruism,Inconvenience of locations,Walk,0 (on campus),0 (on campus),0 days (I do not commute to school),3 - 5,16,0 - 1 lectures,Rarely,Group-study,0 - 5 hours,"Reviewing lectures, Writing notes, Mind mapping, Group studying",Somewhat stressed,Strongly Disagree,5,60 - 80 mins,Sometimes,Rarely,Disagree,Never,Somewhat,1 - 3,Winter,ChatGPT,A couple times a week,"Help with Studying, Personal Use, Research-related cases, Summarizing an assignment (break down concepts, outline problems, etc.)",1,lifting weights,"Gaming, Cooking, Playing/Doing some kind of sport or martial art","Playing/Doing some kind of sport or martial art, Creative Arts (painting, drawing, crafting, photography, writing), Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",1-2,2,11 - 15 hours,"None - I have not participated in such activities, Tech-related volunteer work or internships","RnB, hip hop, rap","relaxed, fun",3
11/1/2024 17:54:13,CS10C,Sophomore,No,CS major,"Interest in technology and problem-solving, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential, Pressure from family members","N/A, I have never thought about changing my major.",3.00 - 3.33,18 - 20,"5'4""",Hispanic or Latino,Prefer not to say,"First Generation Student, In-State Student",2 - 3,Software Engineering,Game Development,<= 3 hours,2 - 3 hours,"0, I don't go to the gym",3,1,"None, I wash my hands because it's normal to not because I adopted it from the pandemic I just have to specify that.",0 - 15 minutes,1 - 3 hours,7 - 8 hours,7 - 8 hours,3,2 - 3 liters (about 68-102 oz),Most days (4 - 6 times a week),4,3,I don't consume them at all,None,0 oz,Apartment,2,Friends,Family,Decreased significantly,"Virtual meetups, Social media",3 - 4 hours,1 - 2 times,$15 - $20,Entertainment,3,No food allergies,"N/A, I don't donate blood",Fear of needles,Scooter,less than 1,5 minutes,5 days,3 - 5,16,0 - 1 lectures,Often,Individually,0 - 5 hours,"Reviewing lectures, Writing notes",Very stressed,"N/A, I don't have to work",3,20 - 40 mins,Sometimes,Often,Agree,Occasionally,Somewhat,"N/A, I haven't applied to any jobs/internships","N/A, I haven't applied to any jobs/internships",None; I don’t use any AI tools,Prefer not to say,"N/A, I don't use AI LLMs",7,Reading Books,"Gaming, Reading, Art (Music, Dance, Creative art)","Gaming, Reading, Music and Performing Arts (playing instruments, singing, acting, dancing)",5,0,0 - 5 hours,None - I have not participated in such activities,"Rock, Pop, Shoegaze","relaxed, busy, focused, calm, happy",5
11/1/2024 18:24:17,CS105,Sophomore,No,CS major,Interest in technology and problem-solving,"N/A, I have never thought about changing my major.",2.50 - 2.99,20 - 22,5'7,Hispanic or Latino,Male,Second Generation Student,1,Software Engineering,Game Development,4 - 6 hours,Prefer not to say,5 - 6 times,5,5,None,15 - 30 minutes,1 - 3 hours,5 - 6 hours,6 - 7 hours,2,1 - 2 liters (about 34-68 oz),Occasionally (1 - 3 times a week),4,4,Multiple times per week,Energy drink,Less than 12 oz (about 1 cup),Prefer not to say,1,Prefer not to say,Prefer not to say,Decreased slightly,Outdoor activities,"0 hours, I don't cook or prep meals",1 - 2 times,$5 - $10,I am not sure.,2,No food allergies,"N/A, I don't donate blood",Nothing,Car,75,90,3 - 4 days,0 - 2,12,0 - 1 lectures,Rarely,Individually,0 - 5 hours,None,Not very stressed,"N/A, I don't have to work",3,40 - 60 mins,Rarely,Never,Strongly agree,Occasionally,Not At All,1 - 3,Fall,None; I don’t use any AI tools,Prefer not to say,"N/A, I don't use AI LLMs",1,Gym,Gaming,Physical activities,0,0,0 - 5 hours,None - I have not participated in such activities,"pop, classical, country","calm, pumped, energized, ready, chill",4
11/1/2024 18:37:39,CS10C,Sophomore,No,CSBA major,"Strong job prospects and high earning potential, Encouragement or advice from family members, mentors, or educators, Pressure from family members",I wanted a major that aligns better with my personal values or lifestyle.,3.00 - 3.33,18 - 20,"5 ft 5, 65 inches",Asian,Female,"First Generation Student, In-State Student",2 - 3,Not sure,Not sure,<= 3 hours,0 -1 hours,1 - 2 times,2,1,"Wearing masks, Hand washing, Social distancing, Vaccination",15 - 30 minutes,3 - 5 hours,7 - 8 hours,5 - 6 hours,2,1 - 2 liters (about 34-68 oz),Occasionally (1 - 3 times a week),2,2,Once per week,"Tea, Coffee, Energy drink",12-24 oz (1 - 2 cups),House,3,Both friends and family,Family,Decreased significantly,"Virtual meetups, Social media",1 - 2 hours,1 - 2 times,$15 - $20,"Housing (rent/mortgage, utilities)",5,No food allergies,"N/A, I don't donate blood",weight qualification ,Car,2,5,More than 5 days (Weekend classes/clubs/meetings),3 - 5,16,0 - 1 lectures,Often,Group-study,6 - 10 hours,"Reviewing lectures, Writing notes, Group studying",Very stressed,Agree,3,40 - 60 mins,Sometimes,Often,Agree,Occasionally,Very Strongly,"N/A, I haven't applied to any jobs/internships","N/A, I haven't applied to any jobs/internships",ChatGPT,A couple times a week,"Help with Studying, Personal Use, Summarizing an assignment (break down concepts, outline problems, etc.)",8,Playing musical instruments,"Gaming, Reading, Playing/Doing some kind of sport or martial art, Knitting/Sewing, engaging in some kind of handmade craft, Art (Music, Dance, Creative art)",Gaming,3,2,6 - 10 hours,None - I have not participated in such activities,"kpop, rnb, krb, rap","relaxed, calm, tired",4
11/1/2024 19:45:31,CS10C,Junior,No,CSBA major,"Interest in technology and problem-solving, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential, One or more of my family members or friends work in this area",I wanted a major that aligns better with my personal values or lifestyle.,3.00 - 3.33,18 - 20,60,Asian,Female,"First Generation Student, In-State Student",2 - 3,Networks,"Machine Learning, Data Mining, NLP, AI",4 - 6 hours,0 -1 hours,"0, I don't go to the gym",3,3,"Hand washing, Social distancing, Vaccination",0 - 15 minutes,1 - 3 hours,8 - 9 hours,6 - 7 hours,2,Less than 1 liter (about 34 oz),Occasionally (1 - 3 times a week),3,2,I don't consume them at all,None,0 oz,Apartment,4,Friends,Family,Decreased significantly,"Virtual meetups, Social media",1 - 2 hours,1 - 2 times,$15 - $20,"Housing (rent/mortgage, utilities)",3,No food allergies,"N/A, I don't donate blood",Cannot donate because of health conditons,Walk,0.1,10,0 days (I do not commute to school),More than 8,17,0 - 1 lectures,Often,Individually,6 - 10 hours,"Reviewing lectures, Writing notes, Group studying",Very stressed,Strongly agree,3,20 - 40 mins,Sometimes,Rarely,Strongly agree,Occasionally,Strongly,4 - 6,Fall,ChatGPT,A couple times a week,"Assignments, Help with Studying, Personal Use",7,Solving logic puzzles,Reading,"Cooking and Baking, Tech and DIY (coding, woodworking, home improvement, electronics), Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",2,0,0 - 5 hours,"Coding Competitions, Computer Science Club","r&b, pop, rap ","fun, relaxed",3
11/1/2024 20:07:10,CS10C,Junior,Yes,Mathematics major,"N/A, I am neither a CS or DS major/minor",I found the coursework too challenging or overwhelming.,2.50 - 2.99,26+,64,White,Female,"Second Generation Student, In-State Student",1,Data Science,Databases,<= 3 hours,2 - 3 hours,"0, I don't go to the gym",3,3,"Wearing masks, Hand washing, Social distancing",15 - 30 minutes,1 - 3 hours,7 - 8 hours,5 - 6 hours,2,2 - 3 liters (about 68-102 oz),Most days (4 - 6 times a week),2,3,Once per day,Soda!,25-48 oz (2 - 4 cups),House,3,Roommate and boyfriend ,Neither,No change,Virtual meetups,5 - 6 hours,"0 times, I don't eat out","$0, I don't eat out","Housing (rent/mortgage, utilities)",3,No food allergies,"N/A, I don't donate blood",Inconvenience of locations,Car,35,56,3 - 4 days,0 - 2,8,0 - 1 lectures,Rarely,Individually,16 - 20 hours,"Reviewing lectures, Writing notes, Pomodoro",Somewhat stressed,Strongly agree,2,20 - 40 mins,Never,Often,Neutral,Seldom,I'm Not Sure,4 - 6,"N/A, I haven't applied to any jobs/internships",ChatGPT,Sometimes,"Personal Use, Error-finding (spelling, debugging, etc.), Summarizing an assignment (break down concepts, outline problems, etc.)",4,Part time job,"Playing/Doing some kind of sport or martial art, Music","Cooking and Baking, Dogs, exercise",3-5,0,6 - 10 hours,None - I have not participated in such activities,"Hip hop, rock, alternative","motivated, understood, relaxed, confident, reminiscent",3
